timestamp,x,y,z,floor,orientation,velocity,normalVelocity
0,0.00223946,2.754,0,0,1.57101,0,1.09828
1449129712537,0.00223946,2.754,0,0,1.57101,0,1.09828
1449129712645,0.00223946,2.754,0,0,1.57107,0,1.09827
1449129712754,0.00223946,2.754,0,0,1.57083,0,1.09827
1449129712820,0.00874898,2.76014,0,0,1.57143,0,1.08016
1449129712857,0.00874898,2.76014,0,0,1.57171,0,1.08015
1449129712962,0.00874898,2.76014,0,0,1.5721,0,1.08016
1449129713062,0.00874898,2.76014,0,0,1.5717,0,1.08017
1449129713166,0.00874898,2.76014,0,0,1.57151,0,1.08016
1449129713273,0.00874898,2.76014,0,0,1.57155,0,1.08015
1449129713373,0.00874898,2.76014,0,0,1.57154,0,1.08016
1449129713491,0.00874898,2.76014,0,0,1.57179,0,1.08016
1449129713591,0.00874898,2.76014,0,0,1.57117,0,1.08016
1449129713699,0.00874898,2.76014,0,0,1.57145,0,1.08016
1449129713806,0.00874898,2.76014,0,0,1.5719,0,1.08016
1449129713829,0.0275021,2.77251,0,0,1.57292,0,1.07209
1449129713906,0.0275021,2.77251,0,0,1.57234,0,1.07208
1449129714013,0.0275021,2.77251,0,0,1.57213,0,1.07208
1449129714121,0.0275021,2.77251,0,0,1.57236,0,1.07209
1449129714221,0.0275021,2.77251,0,0,1.57237,0,1.07209
1449129714327,0.0275021,2.77251,0,0,1.57213,0,1.07209
1449129714436,0.0275021,2.77251,0,0,1.57215,0,1.07208
1449129714536,0.0275021,2.77251,0,0,1.57222,0,1.07209
1449129714642,0.0273551,2.88876,0,0,1.57206,1.09668,1.0968
1449129714751,0.0272133,3.01102,0,0,1.57196,1.12169,1.12182
1449129714813,0.0508094,3.02846,0,0,1.57208,1.14649,1.14662
1449129714859,0.0505977,3.15437,0,0,1.57248,1.16588,1.16602
1449129714959,0.0504191,3.27178,0,0,1.57232,1.17404,1.17417
1449129715361,0.0495378,3.76058,0,0,1.57259,1.21592,1.21708
1449129715469,0.0492616,3.89386,0,0,1.57287,1.23413,1.23524
1449129715577,0.0490271,4.02929,0,0,1.57253,1.25397,1.25413
1449129715677,0.0487599,4.15697,0,0,1.57289,1.27684,1.27696
1449129715784,0.0484896,4.29554,0,0,1.57275,1.29503,1.29518,0.9144
1449129715804,0.080337,4.39077,0,0,1.57238,1.37966,1.37983,0.9144
1449129716186,0.0789703,4.94309,0,0,1.57327,1.37392,1.37523,0.9144
1449129716286,0.0787268,5.08343,0,0,1.57253,1.40348,1.40464,0.9144
1449129716395,0.0784651,5.23821,0,0,1.57249,1.41994,1.42011,0.9144
1449129716503,0.0781941,5.39455,0,0,1.57253,1.4476,1.44779,0.9144
1449129716611,0.0779549,5.55199,0,0,1.57232,1.45779,1.45798,0.9144
1449129716711,0.0777366,5.69851,0,0,1.57229,1.46521,1.46538,0.9144
1449129716819,0.0774799,5.85577,0,0,1.57243,1.45613,1.4563,0.9144
1449129716823,0.140951,4.83184,0,0,1.57218,1.05356,1.05367,0.9144
1449129716926,0.140767,4.94724,0,0,1.57239,1.07851,1.07866,0.9144
1449129717034,0.1406,5.0658,0,0,1.5722,1.09771,1.09784,0.9144
1449129717134,0.140482,5.17674,0,0,1.57186,1.10948,1.1096,0.9144
1449129717241,0.140356,5.29825,0,0,1.57183,1.13554,1.13566,0.9144
1449129717342,0.140264,5.41558,0,0,1.57158,1.16175,1.16188,0.9144
1449129717449,0.140158,5.54337,0,0,1.57163,1.19426,1.19439,0.9144
1449129717555,0.140029,5.67076,0,0,1.5718,1.20178,1.20194,0.9144
1449129717657,0.139878,5.79628,0,0,1.572,1.2306,1.23076,0.9144
1449129717773,0.139739,5.94014,0,0,1.57176,1.24018,1.24034,0.9144
1449129717831,0.181017,5.11455,0,0,1.5711,0.961977,0.962102,0.9144
1449129717891,0.180974,5.23206,0,0,1.57116,0.995808,0.995954,0.9144
1449129718009,0.181003,5.35239,0,0,1.57056,1.01975,1.01991,0.9144
1449129718117,0.181056,5.46551,0,0,1.57032,1.04745,1.0476,0.9144
1449129718225,0.181079,5.58206,0,0,1.5706,1.07917,1.07931,0.9144
1449129718337,0.18108,5.70552,0,0,1.57079,1.1023,1.10246,0.9144
