MinorID of 18 Beacon Used : 7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,87,88,89,
0.0,0.0,18,65535,17,-100,65535,18,-100,65535,89,-71,65535,87,-72,65535,88,-70,65535,8,-73,65535,7,-76,65535,9,-77,65535,11,-80,65535,10,-82,65535,13,-89,65535,14,-82,65535,20,-85,65535,12,-87,65535,19,-89,65535,15,-91,65535,21,-87,65535,16,-88,
0.0,0.0,18,65535,17,-100,65535,16,-100,65535,18,-100,65535,89,-69,65535,87,-71,65535,88,-72,65535,7,-73,65535,8,-77,65535,9,-80,65535,11,-84,65535,10,-80,65535,13,-82,65535,14,-84,65535,20,-87,65535,12,-88,65535,19,-88,65535,21,-90,65535,15,-93,
0.0,0.0,18,65535,17,-100,65535,87,-70,65535,88,-72,65535,89,-77,65535,7,-75,65535,8,-75,65535,9,-77,65535,10,-79,65535,11,-81,65535,13,-82,65535,14,-84,65535,12,-85,65535,20,-88,65535,16,-84,65535,15,-86,65535,21,-88,65535,19,-90,65535,18,-89,
0.0,0.0,18,65535,17,-100,65535,13,-100,65535,87,-70,65535,7,-72,65535,88,-76,65535,89,-75,65535,8,-73,65535,9,-74,65535,10,-79,65535,11,-79,65535,14,-87,65535,12,-86,65535,16,-84,65535,20,-89,65535,15,-86,65535,21,-88,65535,19,-89,65535,18,-89,
0.0,0.0,18,65535,89,-69,65535,87,-74,65535,7,-74,65535,88,-74,65535,8,-74,65535,9,-75,65535,11,-79,65535,10,-80,65535,13,-78,65535,14,-83,65535,12,-86,65535,16,-86,65535,20,-91,65535,15,-89,65535,21,-88,65535,19,-88,65535,17,-89,65535,18,-91,
0.0,0.0,18,65535,18,-100,65535,89,-68,65535,87,-74,65535,88,-74,65535,8,-75,65535,9,-73,65535,7,-78,65535,13,-78,65535,11,-80,65535,10,-80,65535,14,-82,65535,12,-88,65535,16,-88,65535,20,-86,65535,15,-89,65535,19,-87,65535,21,-89,65535,17,-89,
0.0,0.0,18,65535,17,-100,65535,15,-100,65535,12,-100,65535,16,-100,65535,18,-100,65535,89,-69,65535,87,-73,65535,88,-74,65535,8,-74,65535,9,-74,65535,7,-77,65535,13,-74,65535,10,-77,65535,11,-84,65535,14,-85,65535,20,-88,65535,21,-89,65535,19,-92,
0.0,0.0,18,65535,21,-100,65535,18,-100,65535,89,-68,65535,88,-72,65535,8,-73,65535,87,-76,65535,9,-75,65535,13,-74,65535,7,-78,65535,10,-79,65535,11,-83,65535,14,-86,65535,12,-86,65535,16,-86,65535,19,-83,65535,15,-85,65535,20,-88,65535,17,-93,
0.0,0.0,18,65535,89,-71,65535,88,-71,65535,8,-72,65535,87,-75,65535,9,-74,65535,13,-74,65535,7,-79,65535,10,-79,65535,11,-81,65535,15,-85,65535,14,-86,65535,19,-83,65535,12,-87,65535,16,-87,65535,20,-85,65535,21,-90,65535,17,-87,65535,18,-89,
0.0,0.0,18,65535,18,-100,65535,88,-67,65535,89,-71,65535,8,-70,65535,9,-74,65535,87,-75,65535,7,-73,65535,13,-83,65535,10,-77,65535,11,-78,65535,15,-83,65535,14,-85,65535,19,-85,65535,20,-84,65535,12,-87,65535,16,-87,65535,21,-90,65535,17,-93,
0.0,0.0,18,65535,88,-69,65535,89,-70,65535,8,-72,65535,7,-72,65535,87,-76,65535,9,-77,65535,10,-78,65535,13,-83,65535,11,-78,65535,14,-86,65535,12,-82,65535,15,-86,65535,20,-84,65535,19,-92,65535,16,-91,65535,18,-87,65535,21,-88,65535,17,-90,
0.0,0.0,18,65535,17,-100,65535,15,-100,65535,21,-100,65535,19,-100,65535,18,-100,65535,88,-69,65535,89,-70,65535,7,-71,65535,8,-75,65535,87,-75,65535,9,-78,65535,10,-80,65535,11,-80,65535,13,-87,65535,12,-83,65535,14,-91,65535,20,-88,65535,16,-95,
0.0,0.0,18,65535,17,-100,65535,21,-100,65535,18,-100,65535,88,-71,65535,89,-71,65535,7,-74,65535,87,-71,65535,8,-75,65535,9,-76,65535,10,-83,65535,11,-81,65535,13,-84,65535,12,-87,65535,20,-87,65535,15,-89,65535,14,-88,65535,19,-91,65535,16,-90,
0.0,0.0,18,65535,17,-100,65535,89,-72,65535,88,-73,65535,87,-72,65535,8,-75,65535,7,-78,65535,9,-76,65535,11,-81,65535,10,-84,65535,13,-83,65535,12,-84,65535,20,-85,65535,15,-89,65535,14,-91,65535,19,-91,65535,16,-89,65535,21,-90,65535,18,-92,
0.0,0.0,18,65535,17,-100,65535,16,-100,65535,19,-100,65535,14,-100,65535,18,-100,65535,89,-71,65535,88,-71,65535,87,-72,65535,7,-72,65535,8,-74,65535,9,-83,65535,11,-83,65535,10,-83,65535,13,-82,65535,12,-89,65535,20,-87,65535,15,-92,65535,21,-97,
0.0,0.0,18,65535,17,-100,65535,16,-100,65535,19,-100,65535,18,-100,65535,89,-69,65535,88,-71,65535,87,-70,65535,7,-72,65535,8,-75,65535,9,-82,65535,10,-81,65535,13,-81,65535,11,-84,65535,12,-86,65535,20,-87,65535,14,-89,65535,15,-93,65535,21,-97,
0.0,0.0,18,65535,17,-100,65535,16,-100,65535,21,-100,65535,19,-100,65535,14,-100,65535,18,-100,65535,89,-70,65535,87,-69,65535,88,-70,65535,7,-79,65535,8,-77,65535,10,-83,65535,13,-82,65535,9,-84,65535,11,-84,65535,12,-88,65535,20,-91,65535,15,-92,
0.0,0.0,18,65535,18,-100,65535,89,-69,65535,87,-71,65535,88,-71,65535,7,-76,65535,8,-76,65535,9,-77,65535,13,-80,65535,10,-82,65535,11,-82,65535,14,-83,65535,12,-89,65535,20,-86,65535,16,-84,65535,19,-87,65535,15,-89,65535,17,-93,65535,21,-93,
0.0,0.0,18,65535,17,-100,65535,18,-100,65535,89,-70,65535,88,-71,65535,87,-73,65535,7,-74,65535,8,-75,65535,9,-74,65535,13,-80,65535,10,-81,65535,11,-82,65535,14,-83,65535,12,-84,65535,20,-84,65535,16,-85,65535,19,-87,65535,15,-89,65535,21,-90,
0.0,0.0,18,65535,17,-100,65535,16,-100,65535,19,-100,65535,18,-100,65535,89,-67,65535,87,-69,65535,88,-75,65535,7,-76,65535,8,-77,65535,9,-77,65535,13,-81,65535,10,-82,65535,11,-81,65535,14,-88,65535,12,-83,65535,20,-89,65535,15,-89,65535,21,-93,
0.0,0.0,18,65535,17,-100,65535,16,-100,65535,18,-100,65535,87,-70,65535,89,-73,65535,88,-75,65535,7,-77,65535,8,-76,65535,9,-77,65535,10,-80,65535,13,-82,65535,11,-82,65535,12,-82,65535,14,-84,65535,20,-89,65535,19,-89,65535,15,-90,65535,21,-88,
0.0,0.0,18,65535,17,-100,65535,89,-67,65535,87,-71,65535,88,-72,65535,9,-72,65535,8,-74,65535,7,-77,65535,10,-82,65535,13,-82,65535,11,-81,65535,14,-83,65535,19,-82,65535,16,-84,65535,12,-82,65535,20,-82,65535,15,-91,65535,18,-90,65535,21,-87,
0.0,0.0,18,65535,18,-100,65535,89,-67,65535,87,-72,65535,88,-70,65535,8,-72,65535,9,-74,65535,7,-75,65535,11,-78,65535,10,-79,65535,13,-80,65535,19,-81,65535,14,-85,65535,20,-82,65535,16,-87,65535,12,-84,65535,15,-85,65535,21,-91,65535,17,-92,
0.0,0.0,18,65535,17,-100,65535,21,-100,65535,18,-100,65535,89,-69,65535,87,-72,65535,88,-72,65535,8,-71,65535,9,-73,65535,7,-74,65535,11,-79,65535,13,-78,65535,10,-80,65535,19,-81,65535,20,-82,65535,15,-83,65535,12,-88,65535,14,-86,65535,16,-88,
0.0,0.0,18,65535,17,-100,65535,21,-100,65535,19,-100,65535,18,-100,65535,89,-71,65535,87,-73,65535,8,-72,65535,7,-71,65535,88,-77,65535,9,-74,65535,10,-77,65535,11,-78,65535,13,-80,65535,20,-82,65535,15,-91,65535,12,-88,65535,14,-87,65535,16,-86,
0.0,0.0,18,65535,15,-100,65535,18,-100,65535,87,-71,65535,8,-71,65535,89,-76,65535,9,-72,65535,7,-75,65535,88,-76,65535,10,-77,65535,11,-79,65535,13,-78,65535,20,-82,65535,19,-89,65535,14,-83,65535,12,-89,65535,16,-86,65535,21,-89,65535,17,-91,
0.0,0.0,18,65535,15,-100,65535,18,-100,65535,87,-71,65535,89,-71,65535,8,-74,65535,9,-73,65535,7,-74,65535,88,-76,65535,10,-81,65535,13,-79,65535,11,-83,65535,20,-86,65535,19,-87,65535,14,-87,65535,16,-86,65535,12,-88,65535,17,-88,65535,21,-89,
0.0,0.0,18,65535,15,-100,65535,21,-100,65535,18,-100,65535,89,-68,65535,87,-70,65535,8,-75,65535,9,-76,65535,7,-76,65535,88,-76,65535,13,-80,65535,10,-81,65535,11,-85,65535,20,-83,65535,14,-84,65535,19,-88,65535,16,-87,65535,12,-88,65535,17,-88,
0.0,0.0,18,65535,15,-100,65535,18,-100,65535,89,-66,65535,87,-68,65535,8,-75,65535,9,-76,65535,7,-77,65535,88,-76,65535,13,-79,65535,10,-80,65535,11,-84,65535,20,-84,65535,14,-86,65535,16,-85,65535,12,-87,65535,19,-91,65535,17,-88,65535,21,-88,
0.0,0.0,18,65535,15,-100,65535,19,-100,65535,18,-100,65535,87,-65,65535,89,-68,65535,88,-73,65535,8,-76,65535,9,-75,65535,7,-77,65535,13,-79,65535,10,-80,65535,11,-83,65535,20,-85,65535,14,-86,65535,12,-84,65535,16,-90,65535,17,-90,65535,21,-89,
0.0,1.0,18,65535,17,-100,65535,15,-100,65535,21,-100,65535,18,-100,65535,87,-71,65535,89,-73,65535,8,-74,65535,7,-75,65535,88,-78,65535,10,-77,65535,11,-79,65535,9,-81,65535,13,-85,65535,20,-87,65535,12,-79,65535,19,-92,65535,14,-88,65535,16,-89,
0.0,1.0,18,65535,17,-100,65535,18,-100,65535,87,-74,65535,89,-74,65535,8,-74,65535,7,-73,65535,10,-76,65535,88,-79,65535,11,-77,65535,9,-80,65535,12,-81,65535,13,-84,65535,20,-87,65535,14,-88,65535,15,-88,65535,19,-93,65535,16,-90,65535,21,-92,
0.0,1.0,18,65535,17,-100,65535,21,-100,65535,87,-71,65535,8,-74,65535,7,-74,65535,89,-78,65535,10,-74,65535,88,-77,65535,11,-79,65535,9,-78,65535,13,-82,65535,12,-84,65535,20,-88,65535,14,-92,65535,15,-89,65535,16,-88,65535,19,-92,65535,18,-90,
0.0,1.0,18,65535,87,-73,65535,8,-72,65535,7,-74,65535,89,-75,65535,88,-73,65535,10,-75,65535,11,-79,65535,9,-80,65535,12,-84,65535,13,-86,65535,20,-81,65535,14,-84,65535,19,-84,65535,16,-87,65535,15,-89,65535,21,-92,65535,17,-92,65535,18,-91,
0.0,1.0,18,65535,8,-73,65535,88,-71,65535,89,-72,65535,7,-75,65535,87,-82,65535,10,-77,65535,11,-78,65535,9,-82,65535,12,-82,65535,13,-95,65535,20,-81,65535,14,-85,65535,19,-82,65535,16,-86,65535,15,-86,65535,17,-89,65535,21,-90,65535,18,-92,
0.0,1.0,18,65535,88,-67,65535,89,-73,65535,8,-74,65535,87,-72,65535,7,-76,65535,10,-80,65535,9,-75,65535,11,-83,65535,12,-83,65535,13,-84,65535,20,-81,65535,14,-85,65535,19,-87,65535,16,-86,65535,15,-88,65535,17,-88,65535,21,-87,65535,18,-92,
0.0,1.0,18,65535,16,-100,65535,88,-68,65535,89,-72,65535,87,-72,65535,8,-75,65535,7,-77,65535,10,-76,65535,9,-76,65535,11,-83,65535,12,-85,65535,13,-83,65535,20,-81,65535,14,-89,65535,19,-86,65535,15,-88,65535,17,-90,65535,21,-92,65535,18,-90,
0.0,1.0,18,65535,16,-100,65535,89,-67,65535,88,-73,65535,87,-69,65535,8,-75,65535,10,-73,65535,9,-74,65535,7,-77,65535,11,-84,65535,12,-83,65535,13,-82,65535,20,-87,65535,14,-82,65535,19,-86,65535,15,-93,65535,17,-90,65535,21,-91,65535,18,-89,
0.0,1.0,18,65535,13,-100,65535,87,-69,65535,89,-72,65535,88,-75,65535,8,-76,65535,9,-74,65535,10,-77,65535,7,-76,65535,11,-84,65535,14,-81,65535,12,-89,65535,20,-89,65535,16,-87,65535,19,-94,65535,15,-89,65535,17,-87,65535,21,-91,65535,18,-89,
0.0,1.0,18,65535,18,-100,65535,87,-72,65535,89,-72,65535,88,-73,65535,7,-76,65535,9,-78,65535,10,-78,65535,8,-80,65535,11,-81,65535,13,-80,65535,14,-82,65535,20,-88,65535,12,-89,65535,16,-88,65535,19,-94,65535,17,-88,65535,15,-89,65535,21,-88,
0.0,1.0,18,65535,18,-100,65535,89,-71,65535,87,-73,65535,88,-73,65535,8,-71,65535,9,-76,65535,7,-77,65535,10,-78,65535,13,-76,65535,11,-78,65535,14,-87,65535,20,-85,65535,12,-87,65535,16,-90,65535,19,-89,65535,17,-89,65535,15,-89,65535,21,-88,
0.0,1.0,18,65535,18,-100,65535,89,-70,65535,88,-71,65535,87,-73,65535,8,-74,65535,9,-72,65535,7,-76,65535,10,-78,65535,13,-75,65535,11,-79,65535,14,-87,65535,20,-86,65535,12,-86,65535,19,-86,65535,16,-87,65535,17,-89,65535,15,-89,65535,21,-88,
